,content,lable
3204,방정현이라...조선일보 일가 아니야?? 심각하게 의 심드는 데,1
3205,피피엘 꼴베기 싫다,0
3206,이 병신은 볼 때마다 재수대가리가 없어 퉷 ㅈ 같ㅇㄱ 생겨 갖고,0
3207,역시나 웨딩 영상은 피쉬트리,1
3208,설렘장인 쫑석이,1
3209,나도 개좆흥 옹호하는 거 아님 개좆밥인데 뭘 옹호해 다만 버기는 수 비롤 감안해도 윙어 포지션과 초창기 윙포였던 거 생각하면 스탯 처참하다 못해 개 박살 난 거 맞다 ㅇㅇ,0
3210,우효광 추자현 나왔으면~ 마누라 좋아,1
3211,이종석만 멋있고 이나 영 못 보겠음 아줌마 같음,0
3212,단 이 불쌍해서 마지막 안 봤어 퉤다,1
3213,그다지 ...애들 땜에 봤지~~~~,1
3214,지랄도 풍년 일 세~~,0
3215,김정훈 꽃뱀한테 물린 느낌? 계획된 임신도 아니고 대체 뭘 책임지라는 거지? 애를 빌미로 보증금 요구? 웃기는 짬뽕,0
3216,강다니엘 머리 채 잡히는 꼴 보니까 어이없넼ㅋㅋ 걍 찐 순위 까면 끝나는 걸 ㅠㅠ 온갖 어 그로들이 신나서 달려든 당 ㅋㅋ,1
3217,추카추카 아피트 새 입주 시 언오빠 부자 되세요,1
3218,말 좀 생각해보고 해라 악플러들아 다 본인에게로 돌아간다,1
3219,님이 구매해서 기부해 주세요,1
3220,난 틀린 말 하나 없다 생각하는데... 노력도 하지 않으면 못 나오는 거지... 꺼내 줄 사람 없다,1
3221,잘 생기면 이런 일 안 겪고 일 사천리로 보지 따먹고 집 와도 보지가 암말 안함,0
3222,근데 이 분 진짜 영화배우 뺨쳐요 미모는 반박 불가,1
3223,러시아 라니까 웬지 신빙성이 좀 떨어지네.,1
3224,다니엘 헤니 내 남편 내 남자 ~♥,1
3225,얼굴도. 마음도 이 쁘다. 심지어 이름도 이 쁘다,1
3226,아니 브라 안 한 게 뭐 어 때서????? 정말 이 해 안감 한국에서나 이런 시선 이런 일이 이슈가 되는 듯. 왜일까. 자연스런 인간의 신체인데 왜 한국은 유난할까?,1
3227,자동차를 운전하는 건 지옥이다,1
3228,몸이 화났다고? 발정났나? 무슨 개 같은 소리 쳐 하노?,0
3229,오늘 일해서 일당 벌었으면 가서 매독 걸린 니미 애미 보지 1000원 주고 실컷 쑤셔라 ㅋㅋ,0
3230,석천이 형 진짜 좋으신 분 같은데 애들 입장에서는 게이 삼촌이 입양한 거에 대해서 부끄럽고 쪽 팔릴 수도 있을 듯 싶어요. 저였으면 챙 피해서 학교 못 다녔어요.,0
3231,Metoo운동은 무슨 얼어 죽을... 마녀사냥이지... youtoo 운동으로 대항해야함,0
3232,이런 거 기사 쓰지마 자꾸 써주니까 애가 설치잖아 기자야 니가 문제다,0
3233,표치수역 배우 진짜 잘 뽑음ㅋㅋ이 역할을 위해 태어난 사람 같음,1
3234,어딜 가나 또 라이들은 있음!,0
3235,시발 넌 4번 죽어라,0
3236,병신.,0
3237,bts 이제 한 개씩 터지는구나,1
3238,좀 웃기다. 바다 빼고 슈랑 유진 절친이었는데..슈 그리 되니 바다랑 노네 ㅎ,1
3239,무리수 두지 마라 수입차를 사는 건 예전처럼 괴 시욕이 아니라 디자인 편의성 및 내구성 그리고 수리가 예전처럼 힘들지 않기 때문이 다 국산은 성능이나 내 구성에서 아직은 좋은 수입차 따라오려면 멀엇다,1
3240,난 그저께 파키스탄에서 접속 시도 했다고 경고 뜨던데 시 발 ㅋㅋㅋ 대체 어디서 내 구글 아이디가 털린 건지 알 수가 없노,0
3241,심장 소리가 들리 네마네 장난치더니 진짜 유산 되버려라.,0
3242,진짜 내 일도 아닌데 암 걸릴 거 같아서 못 보겠다 ㅋㅋ 백종원 대신 암 걸릴 거 같아,0
3243,김동준 연기 별로,1
3244,김태리 연기 왜 이리 못함 ??,1
3245,이렇게 기사 떠도 음모론 믿는 새끼들은 성노예 같은 자극적인 얘기만 쳐 믿ㅈㅣㅋㅋ 진짜 덜 떨어진 새끼들 같애,0
3246,왕지혜 34살이지만 외모는 인정한다. 여자라면 이 정도는 되야지,1
3247,죽은 사람을 또 죽이는 역겨운 짓을 목격하고 계십니다,1
3248,어째 재네들은 제대로 된 놈이 하나 없어,0
3249,상영관 독점 너무 심하던데 오히려 반감 들어서 안 보게 됨..,1
3250,미친 놈들아 카투사 가라고 지들 능력 안 되는 것들이 여기서 지랄들이야 돈 많은 것들 부역 하느라 뭐가 옳은 건지도 모르지?,0
3251,씹돼지년들의 핑계,0
3252,좆문대도 잘만 가더라 ㅋㅋ,0
3253,방송사들도 적 페들 많다 정권 바뀌면 함 엎어 면 좋겠음 떳떳하고 아무 사고 안치고 착한 연예인들은 방송 섭외가 잘 안됨 왜 그럴까?? 피디나 방송 관계자 새끼들이 그나물에 그나물이라 그럼 ㅋㅋ,0
3254,미친 국빵 부네. 전쟁 중에 빨갱이가 총 맞아 아프다고 하면 물총을 쏘겠네.,0
3255,대다수 국민들이 속으로는 마닷 좋아하고 응원하면서 앞으로 잘하라는 의미에서 괜히 질책하는 겁니다 마닷 화이팅 ~ !!,1
3256,싸우지 마. 정 들어,1
3257,음원으로 듣다가 듣고 싶어서 왔는데 역시 옛날이 더 좋다 ㅠㅠㅠ 김종민의 그 감성도 신지의 허스키 한 것 같은 쇳 소리가 진짜 옛날 생각나면서 더 신난 것 같음 ㅜㅜ,1
3258,지랄하네 저 때도 ㅈ망이라고 그랬구만 내 가입일 보고 지껄 여라 고딩과 20대 청춘을 일베로 보낸 사람이다,0
3259,끝내 극복을 못하구나 ㅎ 숨고 넘기는 게 능사는 아닌데. 말 못하면 더 하려고 시도 해야 늘 지 ㅋ 첨에 티비 출연한 의도가 딱 가게 홍보였나보다 ㅎ 소심하고 비굴한 사람이 용기 냈네,1
3260,개판이 네 김준호는 디엔에이에 도박 있는 듯 차태현도 실망이다. 틀 딱들만 보는 프로 폐지해라,0
3261,와 시 발 진짜 최고속도로 쳐버리고 싶다 ㅋㅋㅋ,0
3262,꺼져라 씨 발 검머 외 새끼들아,0
3263,다시 멋진 삶 살기바래 요~ 사랑할 땐 다 눈이 멀어져요 잊고 다시 시작함되요~,1
3264,매주 수요일 목요일만 기 다립니다 작가님 감사합니다ㅜㅜ,1
3265,소재 자체가 넘 유치해서 안 봄,1
3266,근력 운동도 빡시게 했을 텐데 근육이 없네.. 3달이면 충분히 눈에 보일 만큼 생기는 데,1
3267,보고 느낀 것레미 본 야스키 사진 씹간지 최홍만 브록 경기 존 나기대 햇 엇는데 김민순 가누구로 대체 대서 노무아쉬었던 기억홍만이 타이슨은 언제 만낫 누,0
3268,응 아니야,0
3269,창정이형 언제나 응원해 요 ㅎㅎ,1
3270,너무 좋아요 와이지만 나와줘요.. 아까워 ㅠㅠ,1
3271,송중기 얼굴이 헬쓱해졌어,1
3272,그럼 최종범은 사형이지?음주운전 협박 폭력 가택침입 리벤지포르노 전부 다 해당인데 사형 아니면 남자라고 봐주는 거지,0
3273,도깨비는 1화부터 훅 빠져들어서 감상했는데.. 더 킹은 재미있겠지라는 희망으로 지켜보는 중... 근데 진짜 도깨비가 대박이였구나!!! 다시 한번 느끼는 중,1
3274,근데 니들은 저게 진짜라고 믿는 거냐?일베에서 허세부리는 망상충하고 뭐가 다르냐 저게,0
3275,모야 크러쉬 개 멋져.... 노래들으면서 자야지,1
3276,이쁘긴 진짜 디게 이쁘네,1
3277,다 필요 없고 김지원이 진짜 이 쁘더라,1
3278,한번도 500원짜리가 너무 많았던 적이 없습니다 선생님....,1
3279,양준일 씨 싫어하는 것도 아니고 괜찬은 분 같긴 한던데 유튜브며 뉴스며 왜 그렇게 띄워주는 지 의아함,1
3280,홍보가 좀 지나치다 했더니 ;; 역시 망삘... 연기 젤 잘하는 추자현 특별출연으로 1회에서 죽음 ㅋㅋㅋ,1
3281,섭외가 좋은 게 아니라 정신 나간 국가 홍보사업으로 돈 쥐어주고 쟤한테 맡기는 거임 이래서 개 돼 지나라다,0
3282,여상진 샘 수리논술 천재~,1
3283,진심 따고 십다,0
3284,박경림은 빼자,1
3285,이쁘게 잘 사겨서 나중에 좋은 결과 있기를,1
3286,신정환 출연 대국민 사과나 하길 뻔뻔하다,1
3287,?? 넌 어떻게 그런 머리로 5랩을 달성한 거야,0
3288,박진영 씨 응원합니다~!!! 하지만 잘 분별했으면 좋겠네요. 이 단도 믿음은 있거든요. 박진영 씨 응원하는 사람도 있으니까 힘내십시오.,1
3289,너무 예쁘던데 티비에서 자주 볼 수 있으면 좋겠어요,1
3290,착한마녀 전에서 엄청 매력 있던 뎅 왜 인기가 없는지 잘 몰겄 음. 기본적으로 센스 있고 머리도 좋을 거 같당.,1
3291,다른 일 게 이 꺼 복사 붙여넣기 한 거보소 ㅋㅋㅁㅈㅎ,0
3292,류이호 잘생겼네,1
3293,꼭 한국한테 열폭하는 나라들에서만 이런 일이 터지네? 일본은 잘 나가도 그러려니 하면서 한국 잘 나가는 건 그리도 아니 꼽냐? 지나 년 놈들이 고 태국년 놈들이 고 다 우물 안 개구리에 무식이 하늘을 찌르 더만.,0
3294,같이 잘 먹고 잘 살자? 그럴 순 없어 그건 공산주의지. 우문현 답 같은 소리 하구 자 빠졌네ㅁㅈㅎ,0
3295,배우들도 빡칠거 같은 전 개인 대특히 이솜 연기가 아니라 진짜 빡친거 같음,1
3296,근데 너무 김수현 말투 따라 하는 느낌이...목소리가 비슷한데 말투까지...,1
3297,남편이 이 병헌이라는 게 흠이지,0
3298,전기차가 나중에 상용화 될 때까지 기다려라 지금 사면 병신테스터 일 뿐이다.니네 집 주차장에서 개인 충전 가능하고 있고 회사가면 주차장에 개인 충전 가능하면 모를까...장거리 뛸 땐 미리미리 목적지 주변에 검색하고 알아봐야 하고 자리를 가더라도 다른 차 충전 중이거나 충전 완료되었는데 그냥 안 비키고 있거나 일반 차량 주차해 되어 있거나 그럼 일일이 전화해서 빼달라 해야 하고 말도 안 통하는 곳에  해외여행 갔는데 배터리가 50% 남아 있어도 보조배터리가 없으면 항상 불안한 느낌이라면 이해하려나..차라는 게 편의성인데 이런 불편함을 감수해야 하나...돈? 기름값 아낀다? 음 일부분 맞기도 하고 틀리기도 하다. 전기세가 싸니 유류비를 아끼는 건 맞는데 차가 일단 비싸다. 수리비 좆된다. 아직은 내 연기관타는 게 맞고 배터리 기술 올라가고 값 떨어지고 주차장에 무선 충전 가능하 고 상용화된 시기 오면 그 때 사는 게..답이다.,0
3299,ㅉㅉ,0
3300,문빠 개*새*들 총 비상 댓글 공격 나섰다 문 빠들 ~~~~니들 공산당 완장차 고 설치나 뒤 *질*놈들 이 땅이 북조선인가,0
3301,헨리 넘 착하고 순 수행 ㅠㅠ,1
3302,현동환이가 베충이라던데 왜구당은 언제까지 극우 토착왜 구 예수쟁이 개늙은 이 베충이들과 결 탁하여 정치질할 셈인가?,0
3303,사고 나서 찌 그러진 거 보냐?쿠킹 인지 먼지 구별이 안 된다.,1
3304,우리도 그랬던 것 같은데 머 ㅋ 괜찮아 그러거나 말거나 ㅋ,1
3305,문재인 대통령 !당신 홍위병들에게 말 하세요.자 중하라고.단체로 젊은 청년에게 문자 폭탄 투하하지 말라고.아주 나쁜 집단이다.대깨문들!,0
3306,염정아에 눈물 이제 시작도 안했다 20회에서 혜나가 친딸로 밝혀지면 감당하실 수 있게 요~~,1
3307,여정 씨 재앙이 약점 갖고 있는 거 같은 디 모두 공개해 주세요 요즘 재앙이 이 놈하고 즌라도 새끼들 꼴 보기 싫어 못 살 겄다.,0
3308,이 개 같는 중국 넘 우 한 코로나 때문에 안이 위험 할 수 있으니까 밖에서 기다려 한 엄마는 어찌 살아갈까.. 나도 그렇게 했을 텐데 정말 엿 같은 세상아. 끝 좀 나라. 무능 개 정부야. 그렇게 첨부터 막으라고 그렇게 말했잖아 문어 대갈야!!!!!!!!!!!!!,0
3309,남주여주가.. 밍 숭 맹숭한데..,1
3310,저 셋 케미 좋다 ㅋㅋ,1
3311,그 상황에 총선 안지는 게 이 상한 거 뮨재인 독재를 막으려면 황이 잘해야 함 근데 못함 그런 선거라도 이기는 방향으로 가야 함 근데 이기는 방향 뻔히 있는데 안함 할 생각도 못함 티케이 100퍼 물갈이 하면 총선 과반은 그냥 넘고 민주당 두자리 될 수도 잇음 근데 아니라 고 우 김 그러면서 하는 건 불출마 이미 오래전에 한 김무성만 욕함 진 글 퍼오기 도 배만 함 병신짓 ㅇㅇ,0
3312,그거 본 놈들은 눈깔을 파야죠,0
3313,대체 랩 왜 넣은 거야...... 왜........,1
3314,사귐 사귄다고 말함되지 참 답답 따,1
3315,괜시리 눈물이 난다.. 보고 싶은 사랑하는 이들 볼 수 있는 날이 오길 기도 할게요.,1
3316,오늘 나 혼자랑 예쁜 누나중에 뭘 봐야 하나 ㅜㅜ,1
3317,국민을 그만 속여 먹어라 이 제 국민도 알 건 다 안 다 정의당에 정의 없고 민주당에 민주 없다는 것,1
3318,코로나 19 같은 인간.. ㅋㅋ,0
3319,뭔 ;; 김남길 김아 중하고 사귐,1
3320,저거 골빈 20대 여자들 풍자한 건데 저 캡쳐짤만 보고 욕하는 놈들 수준 보소,0
3321,휘재야 한 10년 만 더 하자 하차는 노 화이링!!,1
3322,슈퍼비는 이제 그 만나올 때도 되지 않았누?,1
3323,나만 비연예인이 더 싫은 가 이 세상에 연예인과 비연예인 둘만 존재하는 것도 아니고..ㅋ,1
3324,처녀 구별법이나 특징 부탁해,0
3325,설리가 왜 불편했는지는 설리한 테 악플단 쿵쾅이들한테나 좀 물어봐.,0
3326,예원이가 훨씬 어리고 훨씬 예쁨,1
3327,민머리 하니까 더 잘생겨 보여요,1
3328,아름답다는 말이 어울리는 분,1
3329,왜 이렇게 늦게 가는데....?? 병역비리세요???,0
3330,이루? 태진아 꼭두각시 말인가?,0
3331,노벨과 개미인가 시 발 엄마가 강제로 뭐 했길래 오면 풀고서 내놓으면 채점해준 대서 별 죶 같지도 않은 거 풀지도 않고 풀어도 내놓지도 않았는데 하도 안 내놓는다고 ㅈㄹ 하길래 북한 잠수함과 간첩이 우리 나라에 침범하였습니다 어떻게 해야 할까요 주관식 질문에 보이면 잡아서 칼로 찔러 죽여야 한다고 적 고 내놓으니까 다음부터 채점해준 단 소리 안함 시 발 아주 매미년,0
3332,부들부들,0
3333,이발은 다른 사람이 하고 저분들은 뭐함?,1
3334,예고편도 안 보여주고 ㅠㅠ 어케 일주일을 기다리나,1
3335,개티즌들 또 소설 쓴다 그 난리 법석 친 김광석 마누라 사건도 무혐의로 끝났구만,0
3336,길게도 썼다 아프지 않을 정도만 살 찌면 괜찮지,1
3337,저런 데서 살면 우울증 오겠다..진심이다..설거지 통은 왜 케 작아 무슨 방마다 감옥 같네 차라리 한국식이 살 기 편하지 저건 뭐 방마다 꽉 막힌 스타일,1
3338,여기서 악플다는 사람들 너네 가족이라고 생각해봐라 ㅉㅉ,0
3339,ㄴㄷ 정규재 신의 한 수 안 정권 좌좀 빨갱이 홍어새끼,0
3340,산송장 새끼 발꾼하는 거보소 ㄷ,0
3341,수입차가 수리 비용과 서비스만 좋어지면 재네시스.잡을 텐데... 귀족노조들 다 집에 보냐 버려라!,1
3342,연예인 부모는 죄 다 사기꾼에 빛쟁이네,0
3343,그렇게 좋으면 니들이나 많이 쳐 드세요. ㅂㅅㄷㅇ,0
3344,사회 풍자도 잘 담고 있지만 먼가 엉성한 느낌이 진하게 남는다,1
3345,아무튼 여자 조심하자 한순간에 인생 쫑난다,0
3346,늙은 티 나긴 남..이젠 소년미는 아니야..차라리 몸이라도 키워요..,1
3347,호란 누나 이 제 면허 못 따 자녀 속상해,1
3348,건나 블리 없음 시청의미 없다,1
3349,돈 받고 아무나 올려줄 수 있는 거 아닌가요? 한쪽의 주장만으로...,1
3350,세기의 커플 탄생 영원한 사랑.,1
3351,아놔 이 새 기 여기 숨어 잇엇 네 ㅋㅋ 야 시 발새 꺄 내가 오늘 이 만원 갖고 오랫지 뒤 질래?,0
3352,트럼프.재는 쩍 팔리지도 안냐,0
3353,지성이 더 잘생김,1
3354,인기 없는 애들 방송에서 연기로 진도 빼서 인지도 급상승 중,0
3355,아이고!!! 같은 강 동구 주민이 네 유~~~~한 번 먹으러 가야겠어유,1
3356,존 예네,0
3357,양복 ㅋㅋ 정준호 답닼ㅋㅋ,1
3358,아무리 재밌고 잘나가던 프로도 계 집들이 참여하는 순간 노잼 억지 웃음 제조기로 변한 다 명심해라 계 집들이 노잼의 원인이다,0
3359,아~~~ 증 말ㅋㅋ 뒤에서 껴안는 표정!!,1
3360,광우뻥 m bc는 믿고 걸러야 된다 문재인 좌파 ㅆㄺ 페미니즘 노조 갑질 방송 m bc,0
3361,대깨문들 니들은 악마다,0
3362,근데 최자는 잘못 없지 않나 전 남친이었다는 이유로 왜 욕 먹어야 하지,1
3363,좌빨들 악플 다는 것 봐라 ㅋㅋ,0
3364,잘못된 선택해서 이렇게 밑바닥까지 추락한 사람 이미 힘들 텐데 굳이 이렇게까지 해야 되나요? 오히려 더 악한 범죄를 저지른 승리나 버닝 썬 관계자들은 조용히 묻히고 있는데 기자면 그거 파헤칠 생각이나 하세요 그게 정의입니다,1
3365,트롯 여제 송 가인 이어라~~,1
3366,아니 무슨 죽을 죄 지은 것도 아니고 사람들 진짜 너무 하네요 .한 사람 인생을 쥐 락펴락하는 게 무섭네요 앞으로는 돈 관계 확실히 하며 사 세요 ~ 이승윤씨도 매니저도 응원할게요 전 참시에서는 하차 없이 쭉 하셨음 좋겠어요,1
3367,근래 들어 넘 재밌게 봤고 경치 좋은 하와이 티비에서 불수 있어 좋았어요.,1
3368,최자도 전 연인 설리를 위해 가만히 다 감내하는 거 같다. 최자도 사람이다. 본인 심정은 남들은 모른다.,1
3369,뭐 댓글들 상황 보니깐 .. 박명수 마눌님은 여자로서 충분히 매력 잇는 사람 잇듯. 쿵쾅쿵쾅,0
3370,노짱 사진 4기가 있음,0
3371,개시러진짜 라디오 재밌다고 듣는 놈들이 문제지,1
3372,성범죄자 난쟁이 ㅅㄲ,0
3373,이명박 때 미네르바 생각나네....문재인이 이명박의 단점을 너무도 닮아 있네,1
3374,한남들 또 범죄자한테 감정이 입 오져서 만화책이 왜!!! 이러고 있네 으휴 국산 남들,0
3375,원준 인준 세준 아버님 빵에 계신 줄 알았는데 언제 출소하셨대요? 나오자마자 아주 신 나셨네요 원준 인준 세준 아버님 ㅋㅋ,0
3376,아버지 같은 소리 하네 ㅋㅋ,1
3377,쥐 새끼..혜경궁 김씨 찾어라! 문어 벙 보다 더 독한 것,0
3378,보자로 시작하는 곳에서 오징어 냄새나는 성별 특징 : bo 적뽀 시 전 할 생각에 들 떠서 기 분 좋아하면서 이 쁘고 어린 아나운서 물어뜯는 중,0
3379,강남이니까 일본임에도 불구하고 인정하는 거임 이승기 정준영 친구 같은 날라리였음 용서 안해,1
3380,아쉽네요 정치 풍자 더 보고 싶었는데,1
3381,여러분!!! 승리 지적으로 보이지 않나요?,1
3382,응 올 겨울 별로 안 춥겠군....,1
3383,꼴리지는 않고 그냥 존 나 귀엽다,0
3384,미안해요 식은 붕어빵 먹게 해서...,1
3385,솔직히 얘 왜 욕 먹는지 전혀 이 해안됨 진지빨면서 공부 못하면 기술 배워서 공장이나 가라 이런 식도 아니고 그냥 농담하듯이 드립 날린 걸 쿵쾅이들이 단체로 마녀사냥 하듯이 너무 공격하는 거 같음 영상 보면 별 거 아닌데 기사 내용들이 너무 자극적 임 직업비하!! 이런 식으로 써대니깐 그냥 암 것도 모르는 사람들은 거기에 선동 당하는 듯,0
3386,만화는 좀 만회로 봐 ㅋㅋㅋ이러다간 진짜 볼거 하나도 없어 도 라이들,0
3387,사건의 흐름과 정황상 피해자와 급하게 합의가 된 모양이네요... 재밌게 보는 드라마에 멋있는 신인이었는데... 안타깝습니다. 그 합의 안에 진정성 있는 사과와 미안함 그리고 용서가 있었기를 바래 봅니다.,1
3388,뷔페는 2018년 안에 결혼하면 쏜 다했음 지났으니 무효 ㅋㅋ,1
3389,저 뼈 속까지 빨갱이 🐦끼 미쳐도 단단히 미쳤구나.,0
3390,자 낳괴 그 자체다...물론 프로정신이겠지만.,1
3391,염정아 연기력 엄지척,1
3392,신상품 생산도 아니고.. 이런 거 이젠 싫다..왠지 애들이 제품이 된 느낌이야..소비하다 낡고 오래되면 버리고 새로운 제품으로 대체하는..게 다가 아이를 대상으로..난 싫다ㅠ,1
3393,일베리스트 만들어서 한 10년 정도 취업 안 돼봐야 정신차림.,0
3394,워너원이 나와야지. .,1
3395,발손 무릎만 멍이 왜 생기냐 ㅋㅋ 두들겨 패면 얼굴하고 배에 멍 생기지 ㅋㅋ,0
3396,세상에 없는 애 가지고 계속 이 짓거리 할래? 야 이 이 뇬아 꼭 이렇게 쳐먹고 살아야 하니?,0
3397,1기 운영진들 신상도 올려야 되는 거 아니냐? 걔 내들은 살인 저질렀는데?,1
3398,스듀 이지영 뺏기고 초상집일건데 ㅋㅋㅋ,0
3399,연기라고 해도 그거 정말 남편 입장에서 굉장한 트라우마지..,1
3400,한국 김치였다면 하나 키우기도 힘들다고 남자한테 징징 됐을 텐데... 박주호 부럽... 역시 결혼은... 갓 양녀와,0
3401,누가 앵두를 찍었다고 거짓말을 대 놓고 하냐 ㅋㅋ,1
3402,점점 재미가 없어져서 이젠 안 볼라구,1
3403,586세대인 50대 새끼들 전부 다 찟어 죽여야 한다. 하나같이 좌익적이고 사회 불평불만 게다가 평균 전과 가 2범인 쓰래기 세대다.,0
3404,김사랑은 진짜 사랑이다,1
3405,진사도 나갈 것 같던데 설마 박재민 쪽 팀에 합류해... 남들 다 만들어 놓은 밥에 솓 가락 얹으려고 들어올 건가? 아니면 인직이 오윤아쪽으로 합류 하려나?,1
3406,개인의 선택을 너무 뭐라 하지 말자. 나도 한 때 강사하고 싶었음. 고교 수학은 너무 재밌고 풀이법이 여러 가지인데 대학 수학은 엄밀히 라는 시 바것 때문에 잼도 없는데 풀이 법 찾으면 공부를 할 수가 없으니.. 애들 가르치고 싶더라 ㅋㅋ 노원에서 강사도 했었는데 학력 속인 놈들 조터는 거 꿀잼ㅋㅋ,0
3407,티아라란 걸그룹 아깝긴 하지... 히트곡도 많고...애들도 예뻐서...왕따 사건만 아녔어도 더 롱런 할 수 있었을 텐데... 솔직히 소시 보다 훨 나았지...,1
3408,오지랖 정권 이번에 또 제대로 헛 발질 할 거 같네.... 저능아 집단이냐?,0
3409,그걸 그렇게 해석하는 니들 대가리가 참 대단하다. 다 뒤져라 역겨운 꼴 페미들아,0
3410,심심하면 갈등 분열시킬려고 ㅈ ㄹ 발광이네,0
3411,아니 돈도 많을 텐데 온라인에서 말고 직접 가서 응원 좀 하던지...난 정말 경비만 있었음 가서 일정대로 따라 다니며 응원하고 싶던데....,1
3412,7등급 생키들은 계속 7등급인 거야 왜냐면 자기가 뭘 모르는지 모르거든,0
3413,인직이 형 빨리 돌아와 줘 ㅜㅜ,1
3414,재밌게 봤어요!!!! 제작진 분들 배우 분들 모두 모두 수고 하셨습니다!,1
3415,진짜 여운이 많이 남기는 드라마 아이유 연기 진짜 잘한 다,1
3416,이혼해라 혜정이 도 함 소원처럼 애먼 남자 잡을 거다 지 애미 닮아서 함 소원도 지 애미랑 똑같드만 ㅉㅉ,0
3417,통신비 2만원 줄라고 몇 천억을 쓴다고? 뭔 도움이 되는데 ? 제 정신이냐 지 들 돈 아니라 고 막 쓰는구나,1
3418,방관한 우리가 살인자임.그 수많은 악플 속에서 선플 하나 남겨두지 못했다. 하늘나라 간 후에 이 리 추모하면 다인가... 너무 죄습럽다.,1
3419,왜 사람들은 자기 자신 있는 그대로를 좋아하지 않을까???,1
3420,팩트 : 어차피 저 여자들도 베충이들 거들떠도 안 봄,0
3421,가장 우려 한 부분 이였다?? 최자 욕먹을 거 어느 정도 인식 했으면서 방송 내보 냈냐?? 개 쓰 레 기 pd네..,0
3422,헐 오이지 정말 대단하다 대단해 지들 마음대로 지 늘 그렇지 ㅎㅎ 참 대단한 회사 야 소속사가 같이 도와 서 해결하지 않고 그대로 내팽겨 쳐버리네,1
3423,기레기 닭이라 멍청해서 미투운동 본질도 모름.연예인 사생활이나 캐 기레기 찐 따야 ㅋㅋ,0
3424,지금 유럽 인도 등에서 재확진자 무척 나오는데 우 한 폐렴 주범인 짱꼴라들이 재확진 안 되는 것이 이 상하다. 국가에서 확진자 숫자 통제하는 것 같다. 뮬란 영화도 내용 등 공산주의에 맞게 통제하는 데,0
3425,ㅈ까는 소리 하네 ㅋㅋ 걔네가 하는 땜질이랑 노가 다 김씨 땜질이랑 같냐고 니 말하는 게 지 잡대 까니까 지 잡대 재학생이 의대생은 공부 잘하거든? 이 거란 똑같은 소리임,0
3426,장모님과 연 끊고 사는 도 아나. 신경 좀 써야 하지 않는 가희희 낙낙하는 부부 모습 구역질 난다. 슈돌 나레이션은 왜 필요한가?,0
3427,젊은 넘 기 빨아 먹고 회춘ing,0
3428,근데 난 서장훈 낯빛이 어두운 게 간이 되게 안 좋은 사람처럼 보이든데..검사 한 번 받아보길,1
3429,미친 왜 이러냐 성에 미칬구나 어린 것부터 늙은 수컷까지 그렇게 좋음 니들끼리 해라,0
3430,한예슬보다 잘 어울림,1
3431,이 개 넘의 짱 개들 ! 지네들이 바이러스 만들어 전 세계 퍼트려놓고 백신 선점해서 팔아 먹으려고? 일본 넘들보다 더한 쓰레기들,0
3432,옥탑방 문제인 아들로 보고 들어옴,0
3433,다신 나오지 말아라,1
3434,제발 돌아와 ㅜ,1
3435,솔직히 현빈이랑 박신혜 연기력 차이가 너무 난다 ㅠㅠ 현빈은 잘해 근데 박신혜만 나오면 몰입이 갑자기 안 된 딘ㅠ 특히 말만 하면 너무 어색해 ㅠㅠ,1
3436,다리 짧은 애가 살 빠지니 머리 크고 몸은 왜소해져서 보기 흉해..,0
3437,ㅅㅂ 모르고 저런 거지 알고 저랬겠냐 꼰대 새키들 드럽게 말 많네 ㅋㅋㅋ,0
3438,진짜 별로였는데. 원작 특유의 밝고 사랑스런 분위기가 아닌 한국식 신파극 보고 짜증나던데 ㅋㅋ,1
3439,lh가 가지는 이미지가 지금 압구정 아니라 솔직히 어느 지역에서도 안 좋은 건 사실이잖아요....,1
3440,작가님 그래도 최진혁 장나라 써니 왕식으로 엮어 주세요,1
3441,약쟁이 엔터테이먼트도 한 번 탈탈 털지 어찌 아냐 그쪽은 블랙 핑크 / 위너/아이콘 다 약쟁이들일 수도 잇잖아,0
3442,보지만 벌려주면 공주 대접 해줄줄 알았나 보네,0
3443,이미 설명회 참석한 적이 없다고 본인이 해명한 인터뷰 기사도 올라왔는데 이건 좀 내려주시죠?? 그리고 고소장 내용일 뿐 확실한 팩트도 없는데 무조건 욕부터 하신 분들 양심 챙기세요,1
3444,솔직히 끼리끼리 노는 것도 맞지만.. 정준영이 주도 해서 저런 분위기 만들었겠지 ㅋㅋ 안 봐도 비디오 다~,1
3445,안 닮았는데?,1
3446,김성주 꼴 보기 싫어서 안 봄,0
3447,뮤지 은 지원 김종민 이상민 김희철 이 하늘 김창렬 얘네 나오면 채널 무조건 돌린다,1
3448,우좀 병신들은 대가리를 깨야 해 이런 새끼들이 정치질하는 거 보면 어디 금붕어 새끼들 키보드치는 줄 알자너 ㅋ,0
3449,유튜브에서 석 가머니 검색해보세요 나오네요,1
3450,핀란드 집이 한국집보다 좋냐?나는 한국집이 훨씬 좋은데?,1
3451,느 검은 내가 지켜주마,0
3452,서울 30년 된 낡은 빌라 301호 문 여니 탈영병이 있었다,1
3453,박나래 전현무 좋아했잖아 내 눈에는 그렇게 보였음..나 혼자 할 때..지금은 모르겠다,1
